title,description,genre
Green Street Hooligans 2,"Following the deadly climax of ""Green Street Hooligans,"" several members of the West Ham firm and numerous members of Millwall end up in jail. The GSE quickly discover the brutality of life on the inside, as they are constant targets of the superior numbers and better-financed Millwall crew.","['Crime', 'Drama']"
Bitch Slap,"Three bad girls - a down-and-out stripper, a drug-running killer, and a corporate powerbroker - arrive at a remote desert hideaway to extort and steal $200 million in diamonds from a ruthless underworld kingpin.","['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']"
Cabin Fever 2: Spring Fever,A high school prom faces a deadly threat: a flesh-eating virus that spreads via a popular brand of bottled water.,['Horror']
Scooby-Doo! and the Samurai Sword,"The Mystery Inc. gang takes a trip to Japan and finds themselves circling Asia and the Pacific in a treasure hunt, racing against the vengeful Black Samurai and his Ninja warriors to find the legendary Sword of Fate, an ancientblade fabled to possess extraordinary supernaturalpowers.","['Family', 'Mystery', 'Animation', 'Comedy', 'Action', 'Fantasy']"
Baby on Board,"The story of Angela, an ambitious, image-conscious businesswoman working for over-demanding boss Mary. When Angela becomes unexpectedly pregnant at the peak of her career, her life with her divorce attorney husband, Curtis, is turned upside-down.","['Comedy', 'Romance']"
Personal Effects,Walter is a rising star in the NCAA wrestling world until his life is ripped apart by the brutal murder of his sister. Returning home to console his mother Gloria he seeks vengeance on the man who is accused of the crime. A chance meeting with a beautiful mature woman gives him solace to the situation. Will this unlikely pairing bloom into a romance and heal a wound the world cannot see or will the loss of his sister push him over the edge?,['Drama']
Grace,"In the wake of a horrific car accident that kills her husband, Michael, expectant mother Madeline Matheson discovers that her daughter, Grace, has died in the womb. Ignoring her doctor's warnings that the fetus must be removed from her body, a grief-stricken Matheson demands to carry the child to term -- even if it endangers her own life to do so. Curiously, little Grace emerges undead -- and with a craving for human blood.","['Horror', 'Thriller']"
Among Friends,A dinner party of three couples careens into uncharted territory when the hosts make a shocking proposal. Tensions mount as this evening among friends puts each marriage to the test.,['Drama']
Mystery Team,A group of former Encyclopedia Brown-style child-detectives struggle to solve an adult mystery.,"['Comedy', 'Crime', 'Mystery', 'Thriller']"
Nowhere Boy,The drama tells the story of John Lennon's teenage years in Liverpool and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood.,['Drama']
Shorts,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.","['Family', 'Fantasy', 'Comedy']"
Prep & Landing,"Wayne gets a new rookie partner, Lanny, after his previous partner got the promotion he wanted. Lanny has to remind Wayne of the Spirit of Christmas and the importance of being an elf in Santa's Prep and Landing elite unit.","['Animation', 'Fantasy', 'Family']"
Shrink,"Unable to cope with a recent personal tragedy, LA's top celebrity shrink turns into a pothead with no concern for his appearance and a creeping sense of his inability to help his patients.","['Comedy', 'Drama']"
Boogie Woogie,"In London's contemporary art world, everyone has a hustle. Art Spindle runs a high-end gallery: he hopes to flip a Mondrian for millions. One of his assistants, Beth, is sleeping with Art's most acquisitive client, Bob Macclestone. Beth wants Bob to set her up in her own gallery, so she helps him go behind Art's back for the Mondrian. Bob's wife, Jean, sets her eye on a young conceptual artist, Jo, who lusts after Art's newest assistant, Paige. Meanwhile, self-absorbed videographer Elaine is chewing her way through friends and lovers looking to make it: if she'll throw Dewey, her agent, under the bus, Beth may give her a show. And the Mondrian? No honor among thieves.","['Comedy', 'Drama']"
Summer's Blood,"A demented handyman comes to the rescue of a young woman, then imprisons her in his basement.","['Horror', 'Thriller']"
Everybody's Fine,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",['Drama']
Julie & Julia,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.","['Romance', 'Drama']"
The Lodger,"Follows a seasoned detective on the trail of a ruthless killer intent on slaughtering prostitutes along West Hollywood's Sunset Strip. It appears that the murderer's grisly methods are identical to that of London's infamous 19th century psychopath Jack the Ripper – a relentless serial killer who was never caught by police. To make matters worse, the detective soon notices the parallels between the crimes committed by the West Hollywood stalker and those of a serial murderer incarcerated years ago. Could the wrong man be behind bars?","['Horror', 'Mystery', 'Thriller', 'Drama']"
Joy Division,A chronological account of the influential late 1970s English rock band.,"['Documentary', 'Music']"
The Good Witch's Garden,"Middleton prepares for its bicentennial, and Grey House is to be the party venue. Good witch Cassie is remodeling it as B&amp;B. her first and only guest, Nick Chasen, claims to be a distant relative. He produces papers to prove he's the heir of the builder, colonial era captain Hamblin, while the Grey lady was his mistress and stole it. Police chief and lover Jake Russell goes all the way to motivate her to fight and disprove the claim before she's effectively disowned. Brandon is dared to pass a rascals-initiation by local brat Steve and Duke. George's gardening skills lead to romance.","['TV Movie', 'Comedy', 'Family', 'Fantasy', 'Romance']"
The Limits of Control,"A mysterious stranger works outside the law and keeps his objectives hidden, trusting no one. While his demeanor is paradoxically focused and dreamlike all at once, he embarks on a journey that not only takes him across Spain, but also through his own consciousness.","['Crime', 'Drama', 'Mystery', 'Thriller']"
Space Buddies,"B-Dawg, Mudbud, Budderball, and all the rest of the Buddies are back, but this time, they're setting their sights even higher -- as in, the moon! With the help of their new pals Spudnick (voiced by Jason Earles) and Gravity, these pooches are go for launch. But to pull off their moon landing and make it home safely, our canine heroes will have to summon all their bravery and imagination...","['Comedy', 'Adventure', 'Drama', 'Family']"
Defendor,"A crooked cop, a mob boss and the young girl they abuse are the denizens of a city's criminal underworld. It's a world that ordinary Arthur Poppington doesn't understand and doesn't belong in, but is committed to fighting when he changes into a vigilante super-hero of his own making, Defendor. With no power other than courage Defendor takes to the streets to protect the city's innocents.","['Drama', 'Action', 'Comedy', 'Crime']"
